flow,period,workday,blue_rate,yellow_rate,green_rate,other_rate,rate
348.0,43,1,0.7040229885057471,0.27873563218390807,0.011494252873563218,0.005747126436781609,0.08908045977011494
377.0,44,1,0.6604774535809018,0.3129973474801061,0.026525198938992044,0.0,0.08222811671087533
369.0,45,1,0.7154471544715447,0.2682926829268293,0.016260162601626018,0.0,0.1111111111111111
345.0,46,1,0.7217391304347827,0.263768115942029,0.011594202898550725,0.002898550724637681,0.08115942028985507
374.0,47,1,0.732620320855615,0.25935828877005346,0.0053475935828877,0.00267379679144385,0.09893048128342247
312.0,48,1,0.7115384615384616,0.266025641025641,0.022435897435897436,0.0,0.12179487179487179
340.0,49,1,0.65,0.32941176470588235,0.014705882352941176,0.0058823529411764705,0.08529411764705883
360.0,50,1,0.7027777777777777,0.2833333333333333,0.013888888888888888,0.0,0.08888888888888889
376.0,51,1,0.7047872340425532,0.28191489361702127,0.010638297872340425,0.0026595744680851063,0.08776595744680851
361.0,52,1,0.7313019390581718,0.23268698060941828,0.0332409972299169,0.002770083102493075,0.0997229916897507
393.0,53,1,0.7379134860050891,0.24936386768447838,0.010178117048346057,0.002544529262086514,0.11195928753180662
392.0,54,1,0.7091836734693877,0.2653061224489796,0.02295918367346939,0.002551020408163265,0.09438775510204081
449.0,55,1,0.7149220489977728,0.2561247216035635,0.026726057906458798,0.0022271714922048997,0.0935412026726058
424.0,56,1,0.7476415094339622,0.23113207547169812,0.018867924528301886,0.0023584905660377358,0.08254716981132075
373.0,57,1,0.7828418230563002,0.19839142091152814,0.0160857908847185,0.002680965147453083,0.11796246648793565
419.0,58,1,0.7756563245823389,0.20286396181384247,0.021479713603818614,0.0,0.081145584725537
383.0,59,1,0.7989556135770235,0.1801566579634465,0.020887728459530026,0.0,0.10182767624020887
411.0,60,1,0.754257907542579,0.22384428223844283,0.019464720194647202,0.0024330900243309003,0.09245742092457421
425.0,61,1,0.7976470588235294,0.17647058823529413,0.023529411764705882,0.002352941176470588,0.11294117647058824
447.0,62,1,0.7606263982102909,0.21923937360178972,0.017897091722595078,0.0022371364653243847,0.12080536912751678
455.0,63,1,0.8021978021978022,0.18461538461538463,0.013186813186813187,0.0,0.0967032967032967
435.0,64,1,0.7724137931034483,0.2045977011494253,0.022988505747126436,0.0,0.09425287356321839
503.0,65,1,0.7972166998011928,0.18687872763419483,0.015904572564612324,0.0,0.10934393638170974
495.0,66,1,0.7919191919191919,0.18181818181818182,0.01818181818181818,0.00808080808080808,0.10101010101010101
451.0,67,1,0.8070953436807096,0.1729490022172949,0.017738359201773836,0.0022172949002217295,0.12195121951219512
434.0,68,1,0.783410138248848,0.20276497695852536,0.013824884792626729,0.0,0.0944700460829493
460.0,69,1,0.8021739130434783,0.18695652173913044,0.008695652173913044,0.002173913043478261,0.09782608695652174
489.0,70,1,0.7280163599182005,0.24539877300613497,0.024539877300613498,0.002044989775051125,0.11247443762781185
414.0,71,1,0.785024154589372,0.2028985507246377,0.012077294685990338,0.0,0.050724637681159424
411.0,72,1,0.8102189781021898,0.17518248175182483,0.012165450121654502,0.0024330900243309003,0.08759124087591241
447.0,73,1,0.785234899328859,0.19015659955257272,0.02237136465324385,0.0022371364653243847,0.04697986577181208
382.0,74,1,0.7617801047120419,0.21204188481675393,0.02356020942408377,0.002617801047120419,0.0968586387434555
355.0,75,1,0.7408450704225352,0.23098591549295774,0.028169014084507043,0.0,0.04507042253521127
334.0,76,1,0.6916167664670658,0.2694610778443114,0.038922155688622756,0.0,0.04790419161676647
366.0,77,1,0.76775956284153,0.20765027322404372,0.01639344262295082,0.00819672131147541,0.03551912568306011
314.0,78,1,0.6687898089171974,0.31210191082802546,0.01592356687898089,0.0031847133757961785,0.03503184713375796
280.0,79,1,0.7214285714285714,0.25357142857142856,0.017857142857142856,0.007142857142857143,0.06785714285714285
314.0,80,1,0.7292993630573248,0.24203821656050956,0.025477707006369428,0.0031847133757961785,0.044585987261146494
268.0,81,1,0.7238805970149254,0.25,0.018656716417910446,0.007462686567164179,0.048507462686567165
234.0,82,1,0.6965811965811965,0.28205128205128205,0.021367521367521368,0.0,0.05982905982905983
269.0,83,1,0.7137546468401487,0.27137546468401486,0.01486988847583643,0.0,0.040892193308550186
232.0,84,1,0.6853448275862069,0.3146551724137931,0.0,0.0,0.034482758620689655
253.0,85,1,0.6719367588932806,0.31225296442687744,0.011857707509881422,0.003952569169960474,0.02766798418972332
221.0,86,1,0.7104072398190046,0.27149321266968324,0.01809954751131222,0.0,0.027149321266968326
245.0,87,1,0.6693877551020408,0.3142857142857143,0.0163265306122449,0.0,0.053061224489795916
219.0,88,1,0.634703196347032,0.3424657534246575,0.0228310502283105,0.0,0.0593607305936073
196.0,89,1,0.7040816326530612,0.2755102040816326,0.015306122448979591,0.00510204081632653,0.03571428571428571
182.0,90,1,0.5714285714285714,0.4065934065934066,0.02197802197802198,0.0,0.027472527472527472
181.0,91,1,0.6519337016574586,0.3259668508287293,0.022099447513812154,0.0,0.06077348066298342
199.0,92,1,0.6381909547738693,0.3417085427135678,0.020100502512562814,0.0,0.03015075376884422
155.0,93,1,0.6645161290322581,0.3161290322580645,0.012903225806451613,0.0064516129032258064,0.04516129032258064
174.0,94,1,0.6149425287356322,0.3735632183908046,0.005747126436781609,0.005747126436781609,0.06321839080459771
139.0,95,1,0.60431654676259,0.3381294964028777,0.050359712230215826,0.007194244604316547,0.02877697841726619
136.0,0,1,0.5661764705882353,0.4117647058823529,0.022058823529411766,0.0,0.03676470588235294
109.0,1,1,0.5412844036697247,0.43119266055045874,0.027522935779816515,0.0,0.06422018348623854
113.0,2,1,0.5398230088495575,0.45132743362831856,0.008849557522123894,0.0,0.07079646017699115
100.0,3,1,0.52,0.48,0.0,0.0,0.02
110.0,4,1,0.5363636363636364,0.44545454545454544,0.00909090909090909,0.00909090909090909,0.01818181818181818
95.0,5,1,0.43157894736842106,0.5473684210526316,0.021052631578947368,0.0,0.031578947368421054
80.0,6,1,0.5375,0.4375,0.025,0.0,0.0375
95.0,7,1,0.4421052631578947,0.5157894736842106,0.042105263157894736,0.0,0.031578947368421054
85.0,8,1,0.3764705882352941,0.6235294117647059,0.0,0.0,0.03529411764705882
69.0,9,1,0.463768115942029,0.5362318840579711,0.0,0.0,0.014492753623188406
81.0,10,1,0.43209876543209874,0.5679012345679012,0.0,0.0,0.04938271604938271
60.0,11,1,0.4,0.5833333333333334,0.016666666666666666,0.0,0.05
59.0,12,1,0.3898305084745763,0.576271186440678,0.03389830508474576,0.0,0.03389830508474576
65.0,13,1,0.4153846153846154,0.5846153846153846,0.0,0.0,0.046153846153846156
69.0,14,1,0.36231884057971014,0.6231884057971014,0.014492753623188406,0.0,0.028985507246376812
86.0,15,1,0.4069767441860465,0.5930232558139535,0.0,0.0,0.03488372093023256
95.0,16,1,0.43157894736842106,0.5578947368421052,0.0,0.010526315789473684,0.05263157894736842
56.0,17,1,0.35714285714285715,0.625,0.0,0.017857142857142856,0.017857142857142856
67.0,18,1,0.3582089552238806,0.6417910447761194,0.0,0.0,0.0
85.0,19,1,0.3764705882352941,0.5882352941176471,0.03529411764705882,0.0,0.023529411764705882
91.0,20,1,0.37362637362637363,0.6263736263736264,0.0,0.0,0.03296703296703297
87.0,21,1,0.3103448275862069,0.6896551724137931,0.0,0.0,0.022988505747126436
122.0,22,1,0.2786885245901639,0.7213114754098361,0.0,0.0,0.00819672131147541
144.0,23,1,0.3402777777777778,0.6458333333333334,0.013888888888888888,0.0,0.0
149.0,24,1,0.33557046979865773,0.6644295302013423,0.0,0.0,0.026845637583892617
144.0,25,1,0.4375,0.5416666666666666,0.020833333333333332,0.0,0.04861111111111111
179.0,26,1,0.5083798882681564,0.49162011173184356,0.0,0.0,0.0
191.0,27,1,0.4816753926701571,0.518324607329843,0.0,0.0,0.06282722513089005
227.0,28,1,0.5198237885462555,0.4581497797356828,0.022026431718061675,0.0,0.030837004405286344
198.0,29,1,0.5353535353535354,0.4494949494949495,0.015151515151515152,0.0,0.03535353535353535
218.0,30,1,0.536697247706422,0.44495412844036697,0.01834862385321101,0.0,0.045871559633027525
257.0,31,1,0.603112840466926,0.3735408560311284,0.01556420233463035,0.007782101167315175,0.038910505836575876
239.0,32,1,0.6192468619246861,0.3682008368200837,0.012552301255230125,0.0,0.0502092050209205
244.0,33,1,0.6721311475409836,0.3114754098360656,0.01639344262295082,0.0,0.11065573770491803
283.0,34,1,0.7491166077738516,0.24028268551236748,0.01060070671378092,0.0,0.10247349823321555
283.0,35,1,0.7102473498233216,0.2756183745583039,0.01060070671378092,0.0035335689045936395,0.08480565371024736
348.0,36,1,0.6982758620689655,0.27586206896551724,0.02586206896551724,0.0,0.09195402298850575
317.0,37,1,0.7823343848580442,0.20504731861198738,0.012618296529968454,0.0,0.06624605678233439
333.0,38,1,0.6966966966966966,0.2822822822822823,0.018018018018018018,0.003003003003003003,0.09009009009009009
323.0,39,1,0.7461300309597523,0.24458204334365324,0.006191950464396285,0.0030959752321981426,0.08978328173374613
352.0,40,1,0.7755681818181818,0.21306818181818182,0.011363636363636364,0.0,0.12215909090909091
365.0,41,1,0.7342465753424657,0.24383561643835616,0.021917808219178082,0.0,0.0821917808219178
377.0,42,1,0.7082228116710876,0.26525198938992045,0.01856763925729443,0.007957559681697613,0.09549071618037135
394.0,43,1,0.7588832487309645,0.22081218274111675,0.017766497461928935,0.0025380710659898475,0.09898477157360407
377.0,44,1,0.7374005305039788,0.23872679045092837,0.021220159151193633,0.002652519893899204,0.07427055702917772
373.0,45,1,0.67828418230563,0.289544235924933,0.029490616621983913,0.002680965147453083,0.06702412868632708
334.0,46,1,0.6826347305389222,0.3023952095808383,0.014970059880239521,0.0,0.10479041916167664
369.0,47,1,0.7289972899728997,0.24661246612466126,0.018970189701897018,0.005420054200542005,0.0948509485094851
297.0,48,1,0.7407407407407407,0.24579124579124578,0.013468013468013467,0.0,0.12794612794612795
313.0,49,1,0.7220447284345048,0.268370607028754,0.006389776357827476,0.003194888178913738,0.11501597444089456
295.0,50,1,0.7322033898305085,0.24067796610169492,0.023728813559322035,0.003389830508474576,0.12203389830508475
325.0,51,1,0.7169230769230769,0.27076923076923076,0.009230769230769232,0.003076923076923077,0.10461538461538461
344.0,52,1,0.7703488372093024,0.2005813953488372,0.029069767441860465,0.0,0.14534883720930233
377.0,53,1,0.7771883289124668,0.1962864721485411,0.023872679045092837,0.002652519893899204,0.11405835543766578
409.0,54,1,0.7555012224938875,0.2176039119804401,0.022004889975550123,0.004889975550122249,0.1198044009779951
438.0,55,1,0.7488584474885844,0.2328767123287671,0.01598173515981735,0.00228310502283105,0.091324200913242
456.0,56,1,0.7587719298245614,0.2236842105263158,0.017543859649122806,0.0,0.10964912280701754
473.0,57,1,0.7315010570824524,0.24947145877378435,0.016913319238900635,0.0021141649048625794,0.1014799154334038
487.0,58,1,0.7741273100616016,0.2032854209445585,0.022587268993839837,0.0,0.09856262833675565
463.0,59,1,0.7516198704103672,0.22462203023758098,0.02159827213822894,0.0021598272138228943,0.10367170626349892
483.0,60,1,0.7784679089026915,0.20082815734989648,0.016563146997929608,0.004140786749482402,0.10559006211180125
456.0,61,1,0.8114035087719298,0.16666666666666666,0.017543859649122806,0.0043859649122807015,0.08114035087719298
468.0,62,1,0.7841880341880342,0.19658119658119658,0.019230769230769232,0.0,0.08974358974358974
552.0,63,1,0.8097826086956522,0.16485507246376813,0.02355072463768116,0.0018115942028985507,0.07971014492753623
429.0,64,1,0.7808857808857809,0.1888111888111888,0.030303030303030304,0.0,0.09324009324009325
466.0,65,1,0.8133047210300429,0.16523605150214593,0.008583690987124463,0.012875536480686695,0.09871244635193133
425.0,66,1,0.8305882352941176,0.15294117647058825,0.009411764705882352,0.007058823529411765,0.10588235294117647
502.0,67,1,0.8107569721115537,0.1693227091633466,0.0199203187250996,0.0,0.10159362549800798
481.0,68,1,0.7983367983367984,0.18295218295218296,0.018711018711018712,0.0,0.13097713097713098
473.0,69,1,0.8224101479915433,0.1522198731501057,0.019027484143763214,0.006342494714587738,0.09513742071881606
481.0,70,1,0.7692307692307693,0.19750519750519752,0.029106029106029108,0.004158004158004158,0.06860706860706861
470.0,71,1,0.7936170212765957,0.18085106382978725,0.019148936170212766,0.006382978723404255,0.07659574468085106
492.0,72,1,0.7804878048780488,0.1951219512195122,0.018292682926829267,0.006097560975609756,0.0975609756097561
513.0,73,1,0.8128654970760234,0.1617933723196881,0.025341130604288498,0.0,0.09746588693957114
496.0,74,1,0.7842741935483871,0.1774193548387097,0.03225806451612903,0.006048387096774193,0.06653225806451613
453.0,75,1,0.8454746136865342,0.13024282560706402,0.024282560706401765,0.0,0.0706401766004415
448.0,76,1,0.8303571428571429,0.15625,0.011160714285714286,0.002232142857142857,0.05357142857142857
437.0,77,1,0.7963386727688787,0.18764302059496568,0.016018306636155607,0.0,0.05263157894736842
414.0,78,1,0.8091787439613527,0.17632850241545894,0.012077294685990338,0.0024154589371980675,0.06038647342995169
383.0,79,1,0.7232375979112271,0.26109660574412535,0.015665796344647518,0.0,0.05221932114882506
395.0,80,1,0.7367088607594937,0.2379746835443038,0.02531645569620253,0.0,0.060759493670886074
363.0,81,1,0.7603305785123967,0.22038567493112948,0.01652892561983471,0.0027548209366391185,0.06060606060606061
343.0,82,1,0.7346938775510204,0.23323615160349853,0.03206997084548105,0.0,0.043731778425655975
339.0,83,1,0.7138643067846607,0.26253687315634217,0.017699115044247787,0.0058997050147492625,0.05604719764011799
335.0,84,1,0.7074626865671642,0.2537313432835821,0.03283582089552239,0.005970149253731343,0.03880597014925373
307.0,85,1,0.6807817589576547,0.2931596091205212,0.02280130293159609,0.003257328990228013,0.029315960912052116
289.0,86,1,0.698961937716263,0.2837370242214533,0.010380622837370242,0.006920415224913495,0.04152249134948097
291.0,87,1,0.7079037800687286,0.27491408934707906,0.01718213058419244,0.0,0.05154639175257732
255.0,88,1,0.7176470588235294,0.2627450980392157,0.0196078431372549,0.0,0.0392156862745098
236.0,89,1,0.690677966101695,0.2796610169491525,0.029661016949152543,0.0,0.0635593220338983
219.0,90,1,0.684931506849315,0.2968036529680365,0.0136986301369863,0.0045662100456621,0.0639269406392694
204.0,91,1,0.6127450980392157,0.35784313725490197,0.029411764705882353,0.0,0.0392156862745098
195.0,92,1,0.6512820512820513,0.31794871794871793,0.03076923076923077,0.0,0.035897435897435895
161.0,93,1,0.577639751552795,0.391304347826087,0.031055900621118012,0.0,0.043478260869565216
154.0,94,1,0.5974025974025974,0.33766233766233766,0.06493506493506493,0.0,0.045454545454545456
145.0,95,1,0.5862068965517241,0.38620689655172413,0.027586206896551724,0.0,0.06896551724137931
146.0,0,0,0.6164383561643836,0.363013698630137,0.0136986301369863,0.00684931506849315,0.04794520547945205
130.0,1,0,0.5692307692307692,0.4307692307692308,0.0,0.0,0.03076923076923077
121.0,2,0,0.6198347107438017,0.36363636363636365,0.01652892561983471,0.0,0.024793388429752067
114.0,3,0,0.5614035087719298,0.40350877192982454,0.03508771929824561,0.0,0.017543859649122806
87.0,4,0,0.5287356321839081,0.42528735632183906,0.04597701149425287,0.0,0.034482758620689655
87.0,5,0,0.47126436781609193,0.4827586206896552,0.034482758620689655,0.011494252873563218,0.022988505747126436
132.0,6,0,0.5606060606060606,0.4166666666666667,0.022727272727272728,0.0,0.045454545454545456
85.0,7,0,0.43529411764705883,0.5294117647058824,0.011764705882352941,0.023529411764705882,0.058823529411764705
93.0,8,0,0.3548387096774194,0.6451612903225806,0.0,0.0,0.053763440860215055
93.0,9,0,0.3548387096774194,0.6236559139784946,0.010752688172043012,0.010752688172043012,0.03225806451612903
84.0,10,0,0.5119047619047619,0.44047619047619047,0.03571428571428571,0.011904761904761904,0.023809523809523808
67.0,11,0,0.4626865671641791,0.5223880597014925,0.014925373134328358,0.0,0.029850746268656716
51.0,12,0,0.4117647058823529,0.5882352941176471,0.0,0.0,0.0392156862745098
62.0,13,0,0.25806451612903225,0.7258064516129032,0.016129032258064516,0.0,0.04838709677419355
60.0,14,0,0.45,0.55,0.0,0.0,0.05
76.0,15,0,0.40789473684210525,0.5657894736842105,0.02631578947368421,0.0,0.039473684210526314
66.0,16,0,0.3787878787878788,0.6212121212121212,0.0,0.0,0.030303030303030304
81.0,17,0,0.30864197530864196,0.6666666666666666,0.024691358024691357,0.0,0.037037037037037035
60.0,18,0,0.3,0.6666666666666666,0.03333333333333333,0.0,0.0
98.0,19,0,0.46938775510204084,0.5204081632653061,0.0,0.01020408163265306,0.05102040816326531
90.0,20,0,0.43333333333333335,0.5666666666666667,0.0,0.0,0.022222222222222223
82.0,21,0,0.3780487804878049,0.6219512195121951,0.0,0.0,0.036585365853658534
99.0,22,0,0.3434343434343434,0.6565656565656566,0.0,0.0,0.04040404040404041
142.0,23,0,0.4154929577464789,0.5845070422535211,0.0,0.0,0.04225352112676056
138.0,24,0,0.37681159420289856,0.6086956521739131,0.014492753623188406,0.0,0.0
179.0,25,0,0.4748603351955307,0.5139664804469274,0.0111731843575419,0.0,0.027932960893854747
171.0,26,0,0.52046783625731,0.4678362573099415,0.011695906432748537,0.0,0.011695906432748537
167.0,27,0,0.46706586826347307,0.5029940119760479,0.029940119760479042,0.0,0.023952095808383235
219.0,28,0,0.502283105022831,0.4885844748858447,0.0091324200913242,0.0,0.0319634703196347
210.0,29,0,0.5904761904761905,0.3952380952380952,0.014285714285714285,0.0,0.06666666666666667
209.0,30,0,0.6028708133971292,0.3923444976076555,0.004784688995215311,0.0,0.0861244019138756
255.0,31,0,0.6509803921568628,0.3411764705882353,0.00392156862745098,0.00392156862745098,0.0784313725490196
268.0,32,0,0.6156716417910447,0.3582089552238806,0.022388059701492536,0.0037313432835820895,0.08955223880597014
287.0,33,0,0.627177700348432,0.37282229965156793,0.0,0.0,0.09407665505226481
303.0,34,0,0.6963696369636964,0.2838283828382838,0.019801980198019802,0.0,0.0924092409240924
293.0,35,0,0.7133105802047781,0.27303754266211605,0.013651877133105802,0.0,0.08873720136518772
356.0,36,0,0.7303370786516854,0.25280898876404495,0.014044943820224719,0.0028089887640449437,0.08146067415730338
371.0,37,0,0.7466307277628033,0.23180592991913745,0.013477088948787063,0.008086253369272238,0.09433962264150944
365.0,38,0,0.7041095890410959,0.27671232876712326,0.019178082191780823,0.0,0.0958904109589041
402.0,39,0,0.7587064676616916,0.21393034825870647,0.022388059701492536,0.004975124378109453,0.05970149253731343
403.0,40,0,0.7295285359801489,0.24813895781637718,0.022332506203473945,0.0,0.10669975186104218
420.0,41,0,0.7880952380952381,0.1976190476190476,0.014285714285714285,0.0,0.09523809523809523
359.0,42,0,0.7493036211699164,0.22562674094707522,0.025069637883008356,0.0,0.07520891364902507
392.0,43,0,0.7755102040816326,0.20408163265306123,0.02040816326530612,0.0,0.11734693877551021
406.0,44,0,0.7955665024630542,0.17980295566502463,0.022167487684729065,0.0024630541871921183,0.09113300492610837
405.0,45,0,0.7506172839506173,0.23703703703703705,0.007407407407407408,0.0049382716049382715,0.09876543209876543
389.0,46,0,0.7609254498714653,0.2262210796915167,0.012853470437017995,0.0,0.10539845758354756
344.0,47,0,0.6831395348837209,0.29069767441860467,0.02616279069767442,0.0,0.11046511627906977
350.0,48,0,0.7171428571428572,0.2571428571428571,0.022857142857142857,0.002857142857142857,0.08285714285714285
319.0,49,0,0.7084639498432602,0.26959247648902823,0.018808777429467086,0.003134796238244514,0.11285266457680251
371.0,50,0,0.6900269541778976,0.2830188679245283,0.0215633423180593,0.005390835579514825,0.09433962264150944
358.0,51,0,0.7569832402234636,0.22346368715083798,0.01675977653631285,0.002793296089385475,0.0670391061452514
374.0,52,0,0.7486631016042781,0.24064171122994651,0.0106951871657754,0.0,0.10427807486631016
403.0,53,0,0.771712158808933,0.21836228287841192,0.007444168734491315,0.0024813895781637717,0.08684863523573201
413.0,54,0,0.7772397094430993,0.2106537530266344,0.009685230024213076,0.002421307506053269,0.10411622276029056
422.0,55,0,0.7417061611374408,0.23696682464454977,0.018957345971563982,0.002369668246445498,0.10900473933649289
410.0,56,0,0.7658536585365854,0.21951219512195122,0.014634146341463415,0.0,0.12926829268292683
421.0,57,0,0.7482185273159145,0.23990498812351543,0.009501187648456057,0.0023752969121140144,0.09501187648456057
473.0,58,0,0.7653276955602537,0.20507399577167018,0.02748414376321353,0.0021141649048625794,0.10782241014799154
423.0,59,0,0.7683215130023641,0.20567375886524822,0.026004728132387706,0.0,0.1276595744680851
428.0,60,0,0.7967289719626168,0.18457943925233644,0.018691588785046728,0.0,0.10514018691588785
442.0,61,0,0.7873303167420814,0.19457013574660634,0.01809954751131222,0.0,0.10180995475113122
495.0,62,0,0.8141414141414142,0.16767676767676767,0.01818181818181818,0.0,0.08888888888888889
415.0,63,0,0.7566265060240964,0.21927710843373494,0.024096385542168676,0.0,0.0891566265060241
453.0,64,0,0.8035320088300221,0.17660044150110377,0.019867549668874173,0.0,0.0640176600441501
428.0,65,0,0.7920560747663551,0.18457943925233644,0.02102803738317757,0.002336448598130841,0.08411214953271028
467.0,66,0,0.7901498929336188,0.1948608137044968,0.008565310492505354,0.006423982869379015,0.09850107066381156
462.0,67,0,0.8138528138528138,0.17532467532467533,0.010822510822510822,0.0,0.08441558441558442
477.0,68,0,0.7735849056603774,0.1970649895178197,0.025157232704402517,0.0041928721174004195,0.10272536687631027
449.0,69,0,0.8106904231625836,0.1759465478841871,0.013363028953229399,0.0,0.06904231625835189
477.0,70,0,0.7672955974842768,0.2138364779874214,0.018867924528301886,0.0,0.10482180293501048
441.0,71,0,0.8049886621315193,0.16326530612244897,0.027210884353741496,0.0045351473922902496,0.09070294784580499
384.0,72,0,0.8098958333333334,0.171875,0.013020833333333334,0.005208333333333333,0.09114583333333333
425.0,73,0,0.7905882352941176,0.1811764705882353,0.02823529411764706,0.0,0.08705882352941176
429.0,74,0,0.7599067599067599,0.2097902097902098,0.030303030303030304,0.0,0.07459207459207459
389.0,75,0,0.7789203084832905,0.18508997429305912,0.033419023136246784,0.002570694087403599,0.05141388174807198
352.0,76,0,0.7613636363636364,0.2159090909090909,0.022727272727272728,0.0,0.02556818181818182
352.0,77,0,0.7443181818181818,0.23295454545454544,0.019886363636363636,0.002840909090909091,0.04261363636363636
323.0,78,0,0.7461300309597523,0.23839009287925697,0.015479876160990712,0.0,0.02786377708978328
292.0,79,0,0.75,0.22945205479452055,0.02054794520547945,0.0,0.05136986301369863
307.0,80,0,0.7361563517915309,0.24104234527687296,0.02280130293159609,0.0,0.03257328990228013
299.0,81,0,0.7224080267558528,0.24414715719063546,0.030100334448160536,0.0033444816053511705,0.05351170568561873
304.0,82,0,0.75,0.22039473684210525,0.029605263157894735,0.0,0.07894736842105263
312.0,83,0,0.7211538461538461,0.2564102564102564,0.022435897435897436,0.0,0.05448717948717949
282.0,84,0,0.7269503546099291,0.2375886524822695,0.031914893617021274,0.0035460992907801418,0.05673758865248227
251.0,85,0,0.7370517928286853,0.250996015936255,0.01195219123505976,0.0,0.03187250996015936
264.0,86,0,0.7045454545454546,0.2689393939393939,0.01893939393939394,0.007575757575757576,0.041666666666666664
242.0,87,0,0.6983471074380165,0.2809917355371901,0.02066115702479339,0.0,0.04132231404958678
262.0,88,0,0.7137404580152672,0.26717557251908397,0.019083969465648856,0.0,0.030534351145038167
229.0,89,0,0.7074235807860262,0.24890829694323144,0.039301310043668124,0.004366812227074236,0.026200873362445413
166.0,90,0,0.6927710843373494,0.28313253012048195,0.024096385542168676,0.0,0.05421686746987952
184.0,91,0,0.6793478260869565,0.30434782608695654,0.016304347826086956,0.0,0.08695652173913043
181.0,92,0,0.6519337016574586,0.3149171270718232,0.03314917127071823,0.0,0.03314917127071823
178.0,93,0,0.6853932584269663,0.28651685393258425,0.028089887640449437,0.0,0.0449438202247191
